candidate_id,pair_id_a,pair_id_b,image_path_a,image_path_b,caption_a,caption_b,image_similarity,text_similarity,joint_similarity,max_similarity,signals,bucket,label,annotator,audit_label,notes,needs_audit,label_options,annotation_guideline,final_label,adjudication_status
cand_006164,cc3m_6784,cc3m_139228,D:\data\cc3m_subset_200k\cc3m_6784.jpg,D:\data\cc3m_subset_200k\cc3m_139228.jpg,actor arrives at the premiere,actor arrives at the premiere,0.6939064264297485,1.0000001192092896,0.846953272819519,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_008314,cc3m_4790,cc3m_184168,D:\data\cc3m_subset_200k\cc3m_4790.jpg,D:\data\cc3m_subset_200k\cc3m_184168.jpg,actor arrives at the premiere,actor arrives at the premiere,0.6713424921035767,1.0000001192092896,0.8356713056564331,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed
cand_010420,cc3m_3795,cc3m_137963,D:\data\cc3m_subset_200k\cc3m_3795.jpg,D:\data\cc3m_subset_200k\cc3m_137963.jpg,football player and battle for the ball,football player and battle for the ball,0.6692020893096924,1.0000001192092896,0.8346011638641357,1.0000001192092896,joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_010972,cc3m_3120,cc3m_169811,D:\data\cc3m_subset_200k\cc3m_3120.jpg,D:\data\cc3m_subset_200k\cc3m_169811.jpg,graffiti art on a wall,graffiti art on a wall,0.6930897831916809,1.0000001192092896,0.8465449810028076,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_010986,cc3m_3018,cc3m_106444,D:\data\cc3m_subset_200k\cc3m_3018.jpg,D:\data\cc3m_subset_200k\cc3m_106444.jpg,actor attends the westwood premiere,actor attends the westwood premiere,0.6483178734779358,1.0000001192092896,0.8241589665412903,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_011064,cc3m_2918,cc3m_43669,D:\data\cc3m_subset_200k\cc3m_2918.jpg,D:\data\cc3m_subset_200k\cc3m_43669.jpg,vector illustration of a banner for holiday .,vector illustration of a banner for holiday .,0.6681090593338013,1.0000001192092896,0.8340545892715454,1.0000001192092896,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_011090,cc3m_2877,cc3m_90270,D:\data\cc3m_subset_200k\cc3m_2877.jpg,D:\data\cc3m_subset_200k\cc3m_90270.jpg,soccer player and battle for the ball,soccer player and battle for the ball,0.6260879039764404,1.0000001192092896,0.8130440711975098,1.0000001192092896,text,very_high,near-duplicate,wzy,near-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,agreed
cand_011454,cc3m_2788,cc3m_24828,D:\data\cc3m_subset_200k\cc3m_2788.jpg,D:\data\cc3m_subset_200k\cc3m_24828.jpg,images from the girls basketball game .,images from the girls basketball game .,0.805348813533783,1.0000001192092896,0.9026744365692139,1.0000001192092896,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_012137,cc3m_1754,cc3m_82813,D:\data\cc3m_subset_200k\cc3m_1754.jpg,D:\data\cc3m_subset_200k\cc3m_82813.jpg,football player and battle for the ball during the match,football player and battle for the ball during the match,0.6219453811645508,1.0000001192092896,0.8109726905822754,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_015018,cc3m_194951,cc3m_204366,D:\data\cc3m_subset_200k\cc3m_194951.jpg,D:\data\cc3m_subset_200k\cc3m_204366.jpg,american football player at the taping,american football player at the taping,0.7292400598526001,1.0000001192092896,0.8646202087402344,1.0000001192092896,image|joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_015062,cc3m_184192,cc3m_200366,D:\data\cc3m_subset_200k\cc3m_184192.jpg,D:\data\cc3m_subset_200k\cc3m_200366.jpg,kitten on a white background,kitten on a white background,0.9548377394676208,1.0000001192092896,0.9774190187454224,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,not_audited
cand_015063,cc3m_184166,cc3m_185458,D:\data\cc3m_subset_200k\cc3m_184166.jpg,D:\data\cc3m_subset_200k\cc3m_185458.jpg,soccer player speaks during a press conference .,soccer player speaks during a press conference .,0.8582079410552979,1.0000001192092896,0.9291040301322937,1.0000001192092896,image|joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed
cand_015162,cc3m_167258,cc3m_167423,D:\data\cc3m_subset_200k\cc3m_167258.jpg,D:\data\cc3m_subset_200k\cc3m_167423.jpg,cowboy riding a horses during rodeo,cowboy riding a horses during rodeo,0.9080916047096252,1.0000001192092896,0.9540457725524902,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,agreed
cand_015244,cc3m_157277,cc3m_189559,D:\data\cc3m_subset_200k\cc3m_157277.jpg,D:\data\cc3m_subset_200k\cc3m_189559.jpg,traditional ornamental floral paisley bandanna .,traditional ornamental floral paisley bandanna .,0.8749662637710571,1.0000001192092896,0.937483012676239,1.0000001192092896,image|joint,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_015268,cc3m_155995,cc3m_164597,D:\data\cc3m_subset_200k\cc3m_155995.jpg,D:\data\cc3m_subset_200k\cc3m_164597.jpg,republic living protest against politician in the center .,republic living protest against politician in the center .,0.8445876836776733,1.0000001192092896,0.9222939014434814,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,not_audited
cand_015332,cc3m_152556,cc3m_186351,D:\data\cc3m_subset_200k\cc3m_152556.jpg,D:\data\cc3m_subset_200k\cc3m_186351.jpg,a map of the country,a map of the country,0.7603424787521362,1.0000001192092896,0.8801712989807129,1.0000001192092896,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_015350,cc3m_151257,cc3m_200897,D:\data\cc3m_subset_200k\cc3m_151257.jpg,D:\data\cc3m_subset_200k\cc3m_200897.jpg,# runs with the ball during a game against sports team .,# runs with the ball during a game against sports team .,0.7936711311340332,1.0000001192092896,0.8968356847763062,1.0000001192092896,image|joint|text,very_high,near-duplicate,wzy,near-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,agreed
cand_015488,cc3m_142036,cc3m_202035,D:\data\cc3m_subset_200k\cc3m_142036.jpg,D:\data\cc3m_subset_200k\cc3m_202035.jpg,letter logo design in a circle .,letter logo design in a circle .,0.7471120953559875,1.0000001192092896,0.8735560774803162,1.0000001192092896,image|joint,very_high,near-duplicate,wzy,near-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,agreed
cand_015529,cc3m_139921,cc3m_177901,D:\data\cc3m_subset_200k\cc3m_139921.jpg,D:\data\cc3m_subset_200k\cc3m_177901.jpg,vector illustration of a banner for holiday .,vector illustration of a banner for holiday .,0.944554328918457,1.0000001192092896,0.9722772240638733,1.0000001192092896,image|joint,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_015553,cc3m_138791,cc3m_173685,D:\data\cc3m_subset_200k\cc3m_138791.jpg,D:\data\cc3m_subset_200k\cc3m_173685.jpg,person and musician perform on stage,person and musician perform on stage,0.804508626461029,1.0000001192092896,0.9022543430328369,1.0000001192092896,image|joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed
cand_015569,cc3m_138364,cc3m_156356,D:\data\cc3m_subset_200k\cc3m_138364.jpg,D:\data\cc3m_subset_200k\cc3m_156356.jpg,illustration of a hand holding weighing scale scales of justice,illustration of a hand holding weighing scale scales of justice,0.8477895259857178,1.0000001192092896,0.9238948822021484,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,not_audited
cand_015669,cc3m_131339,cc3m_132293,D:\data\cc3m_subset_200k\cc3m_131339.jpg,D:\data\cc3m_subset_200k\cc3m_132293.jpg,the - child of wild,the - child of wild,0.9231600761413574,1.0000001192092896,0.9615800976753235,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,not_audited
cand_015965,cc3m_119065,cc3m_162950,D:\data\cc3m_subset_200k\cc3m_119065.jpg,D:\data\cc3m_subset_200k\cc3m_162950.jpg,artists attend the ss18 catwalk show .,artists attend the ss18 catwalk show .,0.8756158947944641,1.0000001192092896,0.9378079771995544,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,not_audited
cand_016014,cc3m_116485,cc3m_177752,D:\data\cc3m_subset_200k\cc3m_116485.jpg,D:\data\cc3m_subset_200k\cc3m_177752.jpg,person and her partner on a beach outing,person and her partner on a beach outing,0.8839682340621948,1.0000001192092896,0.9419841766357422,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,not_audited
cand_016389,cc3m_100405,cc3m_121432,D:\data\cc3m_subset_200k\cc3m_100405.jpg,D:\data\cc3m_subset_200k\cc3m_121432.jpg,images from the girls basketball game .,images from the girls basketball game .,0.8298473954200745,1.0000001192092896,0.9149237275123596,1.0000001192092896,image|joint,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_016406,cc3m_99693,cc3m_106152,D:\data\cc3m_subset_200k\cc3m_99693.jpg,D:\data\cc3m_subset_200k\cc3m_106152.jpg,aerial view of a river & lake in a forested region of countryside,aerial view of a river & lake in a forested region of countryside,0.7760496139526367,1.0000001192092896,0.8880249261856079,1.0000001192092896,image|joint|text,very_high,near-duplicate,wzy,near-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,agreed
cand_016653,cc3m_89082,cc3m_172501,D:\data\cc3m_subset_200k\cc3m_89082.jpg,D:\data\cc3m_subset_200k\cc3m_172501.jpg,illustration of a hand holding weighing scale scales of justice,illustration of a hand holding weighing scale scales of justice,0.7503801584243774,1.0000001192092896,0.8751900792121887,1.0000001192092896,image|joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_016687,cc3m_88215,cc3m_97441,D:\data\cc3m_subset_200k\cc3m_88215.jpg,D:\data\cc3m_subset_200k\cc3m_97441.jpg,actor arrives at the premiere,actor arrives at the premiere,0.7263333797454834,1.0000001192092896,0.8631667494773865,1.0000001192092896,image|joint,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_016703,cc3m_87752,cc3m_92641,D:\data\cc3m_subset_200k\cc3m_87752.jpg,D:\data\cc3m_subset_200k\cc3m_92641.jpg,children playing in the park illustration,children playing in the park illustration,0.7975255250930786,1.0000001192092896,0.8987628221511841,1.0000001192092896,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited
cand_016843,cc3m_83334,cc3m_199685,D:\data\cc3m_subset_200k\cc3m_83334.jpg,D:\data\cc3m_subset_200k\cc3m_199685.jpg,miniature tree displayed in the exhibition,miniature tree displayed in the exhibition,0.9028689861297607,1.0000001192092896,0.9514344930648804,1.0000001192092896,image|joint|text,very_high,duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,duplicate,not_audited
cand_017352,cc3m_66669,cc3m_77635,D:\data\cc3m_subset_200k\cc3m_66669.jpg,D:\data\cc3m_subset_200k\cc3m_77635.jpg,abstract black ink blot background .,abstract black ink blot background .,0.9605094194412231,1.0000001192092896,0.9802548885345459,1.0000001192092896,image|joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_017447,cc3m_64545,cc3m_84803,D:\data\cc3m_subset_200k\cc3m_64545.jpg,D:\data\cc3m_subset_200k\cc3m_84803.jpg,person arrives at the premiere,person arrives at the premiere,0.7087559700012207,1.0000001192092896,0.8543781042098999,1.0000001192092896,image|joint,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
cand_017519,cc3m_62327,cc3m_65604,D:\data\cc3m_subset_200k\cc3m_62327.jpg,D:\data\cc3m_subset_200k\cc3m_65604.jpg,soccer player and battle for the ball,soccer player and battle for the ball,0.7567775249481201,1.0000001192092896,0.8783888816833496,1.0000001192092896,image|joint,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited
