candidate_id,pair_id_a,pair_id_b,image_path_a,image_path_b,caption_a,caption_b,image_similarity,text_similarity,joint_similarity,max_similarity,signals,bucket,label,annotator,audit_label,notes,image_bucket,text_bucket,joint_bucket,score_bucket,annotation_id,needs_audit,label_options,annotation_guideline
cand_329357,cc3m_36559,cc3m_200787,D:\data\cc3m_subset_200k\cc3m_36559.jpg,D:\data\cc3m_subset_200k\cc3m_200787.jpg,lead actors of the movie,actor stars in the film,0.033403974026441574,0.8899089097976685,0.461656391620636,0.8899089097976685,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0010,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_331978,cc3m_51808,cc3m_84346,D:\data\cc3m_subset_200k\cc3m_51808.jpg,D:\data\cc3m_subset_200k\cc3m_84346.jpg,filming location leaving filming location for sea .,filming location on the coast,0.06597171723842621,0.8893334269523621,0.4776526093482971,0.8893334269523621,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0011,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_332937,cc3m_114513,cc3m_200841,D:\data\cc3m_subset_200k\cc3m_114513.jpg,D:\data\cc3m_subset_200k\cc3m_200841.jpg,bring in type of dish,a guide to type of dish,0.09200892597436905,0.8891346454620361,0.49057185649871826,0.8891346454620361,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0012,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_335324,cc3m_32405,cc3m_86278,D:\data\cc3m_subset_200k\cc3m_32405.jpg,D:\data\cc3m_subset_200k\cc3m_86278.jpg,obviously a much larger and more modern city than tourist attraction .,a city also known as tourist attraction,0.10628797113895416,0.8886556029319763,0.49747180938720703,0.8886556029319763,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0013,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_336498,cc3m_68015,cc3m_147484,D:\data\cc3m_subset_200k\cc3m_68015.jpg,D:\data\cc3m_subset_200k\cc3m_147484.jpg,the graffiti is part of the charm .,check out the street art .,0.10695351660251617,0.8884105682373047,0.4976820945739746,0.8884105682373047,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0014,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_338373,cc3m_66413,cc3m_175094,D:\data\cc3m_subset_200k\cc3m_66413.jpg,D:\data\cc3m_subset_200k\cc3m_175094.jpg,baseball player # hits a single in the fourth inning during game action against sports team .,baseball player gets hit by a pitch from person during the first inning of a baseball game .,0.1026880219578743,0.8880282640457153,0.4953581690788269,0.8880282640457153,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0015,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_346281,cc3m_15858,cc3m_112779,D:\data\cc3m_subset_200k\cc3m_15858.jpg,D:\data\cc3m_subset_200k\cc3m_112779.jpg,people arrive for the event,families arrive at the event .,0.10445298999547958,0.8863846063613892,0.49541884660720825,0.8863846063613892,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0016,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_348933,cc3m_18115,cc3m_123436,D:\data\cc3m_subset_200k\cc3m_18115.jpg,D:\data\cc3m_subset_200k\cc3m_123436.jpg,automobile model : this is at the start of a move .,automobile model clearly shows there is a place for big cars in today 's world .,0.11274756491184235,0.885859489440918,0.49930357933044434,0.885859489440918,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0017,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_350990,cc3m_123647,cc3m_177837,D:\data\cc3m_subset_200k\cc3m_123647.jpg,D:\data\cc3m_subset_200k\cc3m_177837.jpg,theatre actor pitches on the new turn .,theatre actor performs in the performance .,0.11288659274578094,0.8854639530181885,0.4991752505302429,0.8854639530181885,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0018,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_358309,cc3m_15781,cc3m_191626,D:\data\cc3m_subset_200k\cc3m_15781.jpg,D:\data\cc3m_subset_200k\cc3m_191626.jpg,overlooking a city on top,on top of the city,0.09403662383556366,0.8840077519416809,0.4890221953392029,0.8840077519416809,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0019,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_360625,cc3m_72256,cc3m_167396,D:\data\cc3m_subset_200k\cc3m_72256.jpg,D:\data\cc3m_subset_200k\cc3m_167396.jpg,printmaking artist from the series,printmaking artist with his work,0.10459757596254349,0.8835866451263428,0.4940921366214752,0.8835866451263428,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0020,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_363933,cc3m_160783,cc3m_182780,D:\data\cc3m_subset_200k\cc3m_160783.jpg,D:\data\cc3m_subset_200k\cc3m_182780.jpg,trendy style will be your favorite accessory this winter .,for the upcoming chilly winter days .,0.0953516811132431,0.8829249143600464,0.4891383647918701,0.8829249143600464,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0021,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_370658,cc3m_174720,cc3m_192984,D:\data\cc3m_subset_200k\cc3m_174720.jpg,D:\data\cc3m_subset_200k\cc3m_192984.jpg,industry for crime fiction film .,actors for the promotion of crime fiction film,0.11263807862997055,0.88161301612854,0.4971255660057068,0.88161301612854,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0022,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_373387,cc3m_66412,cc3m_186711,D:\data\cc3m_subset_200k\cc3m_66412.jpg,D:\data\cc3m_subset_200k\cc3m_186711.jpg,this has got to be the best video game,for some of you the game may seem like it was a really long time ago,0.11366204172372818,0.881123423576355,0.4973927140235901,0.881123423576355,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0023,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_373653,cc3m_5501,cc3m_95497,D:\data\cc3m_subset_200k\cc3m_5501.jpg,D:\data\cc3m_subset_200k\cc3m_95497.jpg,tv personality at the event,actor during event on sunday,0.11651750653982162,0.8810777068138123,0.49879759550094604,0.8810777068138123,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0024,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_374689,cc3m_143489,cc3m_187479,D:\data\cc3m_subset_200k\cc3m_143489.jpg,D:\data\cc3m_subset_200k\cc3m_187479.jpg,love this jacket we made for a lady .,is it sad that i want this jacket,0.018828202039003372,0.88088458776474,0.44985634088516235,0.88088458776474,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0025,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_376063,cc3m_40317,cc3m_83940,D:\data\cc3m_subset_200k\cc3m_40317.jpg,D:\data\cc3m_subset_200k\cc3m_83940.jpg,would be pretty cool as a poster !,i want to create something like this for my room .,0.09229248762130737,0.8806313276290894,0.486461877822876,0.8806313276290894,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0026,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_377800,cc3m_108590,cc3m_163286,D:\data\cc3m_subset_200k\cc3m_108590.jpg,D:\data\cc3m_subset_200k\cc3m_163286.jpg,did you know that this exclusive design will be seen on the runways of industry ?,"in the fashion industry , natural components have a heavy influence over what we see on the runway and even wear .",0.11840099096298218,0.8803054094314575,0.49935317039489746,0.8803054094314575,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0027,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_381926,cc3m_67036,cc3m_159522,D:\data\cc3m_subset_200k\cc3m_67036.jpg,D:\data\cc3m_subset_200k\cc3m_159522.jpg,person arrives at the people 's event,person arriving for the festival,0.04523913562297821,0.8795515298843384,0.4623953104019165,0.8795515298843384,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0028,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_385092,cc3m_121245,cc3m_160783,D:\data\cc3m_subset_200k\cc3m_121245.jpg,D:\data\cc3m_subset_200k\cc3m_160783.jpg,street style looks to take a cue from when dressing this fall .,trendy style will be your favorite accessory this winter .,0.09292332082986832,0.8789818286895752,0.4859526753425598,0.8789818286895752,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0029,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_388515,cc3m_11925,cc3m_187147,D:\data\cc3m_subset_200k\cc3m_11925.jpg,D:\data\cc3m_subset_200k\cc3m_187147.jpg,i want one of these !,i would be extremely disappointed if my future child was not this awesome !,0.03154216706752777,0.878341555595398,0.45494189858436584,0.878341555595398,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0030,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_392858,cc3m_188324,cc3m_198180,D:\data\cc3m_subset_200k\cc3m_188324.jpg,D:\data\cc3m_subset_200k\cc3m_198180.jpg,person and visual artist won the prizes at awards for art and culture .,artist and person attend awards,0.11457830667495728,0.8775814771652222,0.4960799217224121,0.8775814771652222,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0031,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_394965,cc3m_26982,cc3m_166165,D:\data\cc3m_subset_200k\cc3m_26982.jpg,D:\data\cc3m_subset_200k\cc3m_166165.jpg,people participate in an event .,people attend the event to benefit people,0.11483743041753769,0.8772290945053101,0.49603334069252014,0.8772290945053101,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0032,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_400531,cc3m_50440,cc3m_136423,D:\data\cc3m_subset_200k\cc3m_50440.jpg,D:\data\cc3m_subset_200k\cc3m_136423.jpg,it takes a team to this right !,the team has shown its potential !,0.06864790618419647,0.8762876987457275,0.4724678099155426,0.8762876987457275,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0033,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_404171,cc3m_9876,cc3m_102057,D:\data\cc3m_subset_200k\cc3m_9876.jpg,D:\data\cc3m_subset_200k\cc3m_102057.jpg,it 's an architectural wonder that puts this city as one of the biggest tourist attractions .,"located , is the center of the city 's nightlife and home to many high - profile events .",0.12377443164587021,0.8756797313690186,0.4997270703315735,0.8756797313690186,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0034,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_405257,cc3m_30421,cc3m_84346,D:\data\cc3m_subset_200k\cc3m_30421.jpg,D:\data\cc3m_subset_200k\cc3m_84346.jpg,filming location is the place where everything began .,filming location on the coast,0.07935865223407745,0.8754878640174866,0.47742322087287903,0.8754878640174866,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0035,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_412127,cc3m_44722,cc3m_142699,D:\data\cc3m_subset_200k\cc3m_44722.jpg,D:\data\cc3m_subset_200k\cc3m_142699.jpg,a competitor competes in the event,person competes in the series and event,0.11674659699201584,0.8743090629577637,0.49552789330482483,0.8743090629577637,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0036,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_413127,cc3m_9813,cc3m_55155,D:\data\cc3m_subset_200k\cc3m_9813.jpg,D:\data\cc3m_subset_200k\cc3m_55155.jpg,automobile model at the world premiere,actor attends the premiere during automobile model,0.11429846286773682,0.8741453886032104,0.49422186613082886,0.8741453886032104,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0037,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_413153,cc3m_30421,cc3m_41703,D:\data\cc3m_subset_200k\cc3m_30421.jpg,D:\data\cc3m_subset_200k\cc3m_41703.jpg,filming location is the place where everything began .,the distance is ... about the same as filming location .,0.10197456181049347,0.8741426467895508,0.4880586266517639,0.8741426467895508,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0038,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_414159,cc3m_79744,cc3m_186711,D:\data\cc3m_subset_200k\cc3m_79744.jpg,D:\data\cc3m_subset_200k\cc3m_186711.jpg,"the game is , in its current state , very solid , but it 's evident that players only get to experience glimpses of the final product .",for some of you the game may seem like it was a really long time ago,0.10628490149974823,0.8739801645278931,0.4901324510574341,0.8739801645278931,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0039,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_416005,cc3m_41134,cc3m_82408,D:\data\cc3m_subset_200k\cc3m_41134.jpg,D:\data\cc3m_subset_200k\cc3m_82408.jpg,national park is the highlight of trip .,national park is a stunning landscape even in the bleak wintertime .,0.11666178703308105,0.8736741542816162,0.49516797065734863,0.8736741542816162,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0040,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_418471,cc3m_164015,cc3m_173642,D:\data\cc3m_subset_200k\cc3m_164015.jpg,D:\data\cc3m_subset_200k\cc3m_173642.jpg,take a look at this !,this article gives an overview .,0.10921666026115417,0.8732647895812988,0.4912407398223877,0.8732647895812988,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0041,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_420455,cc3m_48420,cc3m_189108,D:\data\cc3m_subset_200k\cc3m_48420.jpg,D:\data\cc3m_subset_200k\cc3m_189108.jpg,a fan art by person .,this is the final illustration .,0.09771901369094849,0.8729657530784607,0.485342413187027,0.8729657530784607,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0042,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_423334,cc3m_7824,cc3m_103382,D:\data\cc3m_subset_200k\cc3m_7824.jpg,D:\data\cc3m_subset_200k\cc3m_103382.jpg,outside the front of the restaurant,a street view of the restaurant,0.11833181232213974,0.872495710849762,0.49541375041007996,0.872495710849762,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0043,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_423805,cc3m_3627,cc3m_36454,D:\data\cc3m_subset_200k\cc3m_3627.jpg,D:\data\cc3m_subset_200k\cc3m_36454.jpg,what a fun card made .,new picture : more cards ... this time,0.12736082077026367,0.8724085688591003,0.4998846650123596,0.8724085688591003,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0044,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_424300,cc3m_25697,cc3m_166931,D:\data\cc3m_subset_200k\cc3m_25697.jpg,D:\data\cc3m_subset_200k\cc3m_166931.jpg,actor at the premiere of person,artist and publicist attend the premiere of person .,0.06515621393918991,0.8723291158676147,0.4687426686286926,0.8723291158676147,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0045,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_424647,cc3m_1538,cc3m_4918,D:\data\cc3m_subset_200k\cc3m_1538.jpg,D:\data\cc3m_subset_200k\cc3m_4918.jpg,politician and person at an event,politician with person at the premier,0.09321925789117813,0.872268795967102,0.4827439486980438,0.872268795967102,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0046,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_426481,cc3m_30806,cc3m_40518,D:\data\cc3m_subset_200k\cc3m_30806.jpg,D:\data\cc3m_subset_200k\cc3m_40518.jpg,person visiting with soccer player .,person talks to a professional soccer player,0.11843204498291016,0.8719713091850281,0.4952016770839691,0.8719713091850281,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0047,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_428784,cc3m_23524,cc3m_89292,D:\data\cc3m_subset_200k\cc3m_23524.jpg,D:\data\cc3m_subset_200k\cc3m_89292.jpg,this poster design by envelope .,this poster was produced sometime .,0.0997355580329895,0.8716051578521729,0.4856702983379364,0.8716051578521729,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.30,0.50)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.30,0.50)",fair_0048,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
